,Year,Pos,Player,PTS,height,weight,Rank
0,1950.0,G-F,Curly Armstrong,458.0,180.0,77.0,91
1,1951.0,G-F,Curly Armstrong,202.0,180.0,77.0,106
2,1950.0,SG,Cliff Barker,279.0,188.0,83.0,150
3,1951.0,SG,Cliff Barker,152.0,188.0,83.0,112
4,1952.0,SG,Cliff Barker,126.0,188.0,83.0,102
5,1950.0,SF,Leo Barnhorst,438.0,193.0,86.0,99
6,1951.0,SF,Leo Barnhorst,546.0,193.0,86.0,45
7,1952.0,SF,Leo Barnhorst,820.0,193.0,86.0,19
8,1953.0,SF,Leo Barnhorst,967.0,193.0,86.0,12
9,1954.0,F-G,Leo Barnhorst,461.0,193.0,86.0,56
10,1950.0,F,Ed Bartels,63.0,196.0,88.0,248
11,1950.0,F,Ed Bartels,59.0,196.0,88.0,253
12,1950.0,F,Ed Bartels,4.0,196.0,88.0,302
13,1951.0,F,Ed Bartels,72.0,196.0,88.0,138
14,1950.0,G,Ralph Beard,895.0,178.0,79.0,12
15,1951.0,G,Ralph Beard,1111.0,178.0,79.0,8
16,1950.0,G-F,Gene Berce,10.0,180.0,79.0,291
17,1950.0,F-C,Charlie Black,661.0,196.0,90.0,45
18,1950.0,F-C,Charlie Black,382.0,196.0,90.0,108
19,1950.0,F-C,Charlie Black,279.0,196.0,90.0,150
20,1952.0,F-C,Charlie Black,17.0,196.0,90.0,122
21,1950.0,PG,Nelson Bobb,242.0,183.0,77.0,168
22,1951.0,PG,Nelson Bobb,148.0,183.0,77.0,115
23,1952.0,PG,Nelson Bobb,319.0,183.0,77.0,74
24,1953.0,PG,Nelson Bobb,343.0,183.0,77.0,77
25,1950.0,F-C,Jake Bornheimer,254.0,196.0,90.0,162
26,1950.0,SF,Vince Boryla,612.0,196.0,95.0,53
27,1951.0,SF,Vince Boryla,982.0,196.0,95.0,13
28,1952.0,SF,Vince Boryla,500.0,196.0,95.0,54
29,1953.0,SF,Vince Boryla,673.0,196.0,95.0,40
30,1954.0,SF,Vince Boryla,420.0,196.0,95.0,63
31,1950.0,F-G,Don Boven,656.0,193.0,95.0,47
32,1952.0,SG,Don Boven,656.0,193.0,95.0,34
33,1953.0,SF,Don Boven,451.0,193.0,95.0,64
34,1953.0,F-G,Don Boven,241.0,193.0,95.0,92
35,1953.0,F-G,Don Boven,106.0,193.0,95.0,112
36,1953.0,SF,Don Boven,104.0,193.0,95.0,114
37,1950.0,C,Harry Boykoff,779.0,208.0,102.0,28
38,1951.0,C,Harry Boykoff,326.0,208.0,102.0,81
39,1951.0,C,Harry Boykoff,201.0,208.0,102.0,108
40,1951.0,C,Harry Boykoff,125.0,208.0,102.0,123
41,1950.0,G,Joe Bradley,87.0,190.0,79.0,238
42,1950.0,PF,Bob Brannum,713.0,196.0,97.0,37
43,1952.0,PF,Bob Brannum,405.0,196.0,97.0,67
44,1953.0,PF,Bob Brannum,486.0,196.0,97.0,59
45,1954.0,PF,Bob Brannum,409.0,196.0,97.0,66
46,1955.0,PF,Bob Brannum,442.0,196.0,97.0,52
47,1950.0,G-F,Carl Braun,1031.0,196.0,81.0,7
48,1953.0,SG,Carl Braun,977.0,196.0,81.0,11
49,1954.0,SG,Carl Braun,1062.0,196.0,81.0,9
50,1955.0,SG,Carl Braun,1074.0,196.0,81.0,12
51,1956.0,SG,Carl Braun,1112.0,196.0,81.0,12
52,1957.0,PG,Carl Braun,1001.0,196.0,81.0,17
53,1958.0,PG,Carl Braun,1173.0,196.0,81.0,15
54,1959.0,PG,Carl Braun,754.0,196.0,81.0,32
55,1960.0,PG,Carl Braun,699.0,196.0,81.0,41
56,1961.0,PG,Carl Braun,85.0,196.0,81.0,89
57,1962.0,PG,Carl Braun,176.0,196.0,81.0,93
58,1950.0,G,Frankie Brian,1138.0,185.0,81.0,3
59,1951.0,G,Frankie Brian,1144.0,185.0,81.0,5
60,1952.0,SG,Frankie Brian,1051.0,185.0,81.0,6
61,1953.0,SG,Frankie Brian,726.0,185.0,81.0,32
62,1954.0,SG,Frankie Brian,401.0,185.0,81.0,68
63,1955.0,SG,Frankie Brian,691.0,185.0,81.0,37
64,1956.0,PG,Frankie Brian,228.0,185.0,81.0,80
65,1950.0,F-G,Price Brookfield,34.0,193.0,83.0,272
66,1950.0,F,Bob Brown,724.0,193.0,92.0,35
67,1950.0,C,Jim Browne,47.0,208.0,106.0,258
68,1950.0,PF,Walt Budko,595.0,196.0,99.0,59
69,1951.0,PF,Walt Budko,496.0,196.0,99.0,52
70,1952.0,PF,Walt Budko,254.0,196.0,99.0,82
71,1950.0,G,Jack Burmaster,598.0,190.0,86.0,57
72,1950.0,F-G,Tommy Byrnes,327.0,190.0,79.0,127
73,1951.0,F-G,Tommy Byrnes,217.0,190.0,79.0,103
74,1951.0,F-G,Tommy Byrnes,90.0,190.0,79.0,132
75,1951.0,F-G,Tommy Byrnes,40.0,190.0,79.0,154
76,1951.0,F-G,Tommy Byrnes,87.0,190.0,79.0,133
77,1950.0,SG,Bill Calhoun,560.0,190.0,81.0,69
78,1951.0,SG,Bill Calhoun,511.0,190.0,81.0,50
79,1952.0,SG,Bill Calhoun,383.0,190.0,81.0,69
80,1953.0,SF,Bill Calhoun,571.0,190.0,81.0,50
81,1953.0,F-G,Bill Calhoun,64.0,190.0,81.0,128
82,1953.0,SF,Bill Calhoun,507.0,190.0,81.0,55
83,1954.0,SF,Bill Calhoun,594.0,190.0,81.0,35
84,1955.0,SG,Bill Calhoun,454.0,190.0,81.0,50
85,1950.0,G-F,Don Carlson,267.0,183.0,77.0,160
86,1951.0,G-F,Don Carlson,42.0,183.0,77.0,152
87,1950.0,F-C,Bob Carpenter,614.0,196.0,90.0,52
88,1951.0,F-C,Bob Carpenter,323.0,196.0,90.0,82
89,1951.0,F-C,Bob Carpenter,101.0,196.0,90.0,129
90,1951.0,F-C,Bob Carpenter,222.0,196.0,90.0,102
91,1950.0,F-C,Jake Carter,82.0,193.0,88.0,241
92,1950.0,F-C,Jake Carter,44.0,193.0,88.0,259
93,1950.0,F-C,Jake Carter,38.0,193.0,88.0,268
94,1950.0,PG,Al Cervi*,573.0,180.0,77.0,66
95,1951.0,PG,Al Cervi*,458.0,180.0,77.0,59
96,1952.0,PG,Al Cervi*,417.0,180.0,77.0,66
97,1953.0,PG,Al Cervi*,143.0,180.0,77.0,107
98,1950.0,F-C,John Chaney,70.0,190.0,83.0,245
99,1950.0,F-C,John Chaney,28.0,190.0,83.0,275
100,1950.0,F-C,John Chaney,42.0,190.0,83.0,262
101,1950.0,F,Leroy Chollet,157.0,188.0,86.0,202
102,1951.0,F,Leroy Chollet,24.0,188.0,86.0,159
103,1950.0,SF,Bill Closs,752.0,196.0,88.0,32
104,1951.0,SF,Bill Closs,570.0,196.0,88.0,41
105,1952.0,SF,Bill Closs,347.0,196.0,88.0,71
106,1950.0,G-F,Paul Cloyd,19.0,188.0,81.0,284
107,1950.0,G-F,Paul Cloyd,5.0,188.0,81.0,299
108,1950.0,G-F,Paul Cloyd,14.0,188.0,81.0,288
109,1950.0,PF,Jack Coleman,590.0,201.0,88.0,61
110,1951.0,PF,Jack Coleman,764.0,201.0,88.0,23
111,1952.0,PF,Jack Coleman,736.0,201.0,88.0,27
112,1953.0,PF,Jack Coleman,763.0,201.0,88.0,25
113,1954.0,PF,Jack Coleman,686.0,201.0,88.0,28
114,1955.0,PF,Jack Coleman,924.0,201.0,88.0,22
115,1956.0,PF,Jack Coleman,957.0,201.0,88.0,20
116,1956.0,PF,Jack Coleman,479.0,201.0,88.0,57
117,1956.0,PF,Jack Coleman,478.0,201.0,88.0,59
118,1957.0,PF,Jack Coleman,755.0,201.0,88.0,28
119,1958.0,PF,Jack Coleman,546.0,201.0,88.0,50
120,1950.0,G-F,Bobby Cook,587.0,178.0,70.0,63
121,1950.0,G,Ray Corley,309.0,183.0,81.0,138
122,1951.0,G,Ray Corley,122.0,183.0,81.0,128
123,1951.0,G,Ray Corley,48.0,183.0,81.0,149
124,1951.0,G,Ray Corley,74.0,183.0,81.0,137
125,1953.0,G,Ray Corley,11.0,183.0,81.0,147
126,1950.0,F-C,Jack Cotton,276.0,201.0,90.0,152
127,1950.0,PF,Dillard Crocker,723.0,193.0,92.0,36
128,1952.0,PF,Dillard Crocker,293.0,193.0,92.0,75
129,1952.0,PF,Dillard Crocker,9.0,193.0,92.0,126
130,1952.0,PF,Dillard Crocker,284.0,193.0,92.0,77
131,1953.0,PF,Dillard Crocker,330.0,193.0,92.0,79
132,1950.0,G,Chink Crossin,449.0,185.0,74.0,94
133,1950.0,G,Fran Curran,395.0,183.0,79.0,106
134,1950.0,G,Jimmy Darden,211.0,185.0,77.0,182
135,1950.0,PG,Bob Davies*,895.0,185.0,79.0,12
136,1951.0,PG,Bob Davies*,955.0,185.0,79.0,14
137,1952.0,PG,Bob Davies*,1052.0,185.0,79.0,5
138,1953.0,PG,Bob Davies*,1029.0,185.0,79.0,9
139,1954.0,PG,Bob Davies*,887.0,185.0,79.0,15
140,1955.0,PG,Bob Davies*,872.0,185.0,79.0,23
141,1950.0,F,Hook Dillon,36.0,190.0,81.0,270
142,1950.0,F,Earl Dodd,15.0,196.0,79.0,286
143,1950.0,G,Joe Dolhon,443.0,183.0,79.0,97
144,1951.0,G,Joe Dolhon,51.0,183.0,79.0,147
145,1950.0,F-C,Bob Doll,315.0,196.0,88.0,134
146,1950.0,G,Harry Donovan,253.0,188.0,81.0,163
147,1950.0,F-C,Andy Duncan,310.0,198.0,88.0,137
148,1951.0,F-C,Andy Duncan,29.0,198.0,88.0,156
149,1950.0,SF,Dike Eddleman,826.0,190.0,85.0,21
150,1951.0,SF,Dike Eddleman,1040.0,190.0,85.0,11
151,1952.0,SF,Dike Eddleman,743.0,190.0,85.0,24
152,1952.0,SF,Dike Eddleman,639.0,190.0,85.0,36
153,1952.0,SF,Dike Eddleman,104.0,190.0,85.0,106
154,1953.0,SF,Dike Eddleman,615.0,190.0,85.0,46
155,1950.0,F-C,Gene Englund,360.0,196.0,92.0,113
156,1950.0,F-C,Gene Englund,196.0,196.0,92.0,189
157,1950.0,F-C,Gene Englund,164.0,196.0,92.0,198
158,1950.0,G,Bob Evans,142.0,188.0,79.0,209
159,1950.0,F-G,Johnny Ezersky,413.0,190.0,79.0,104
160,1950.0,F-G,Johnny Ezersky,306.0,190.0,79.0,140
161,1950.0,F-G,Johnny Ezersky,107.0,190.0,79.0,223
162,1950.0,F-G,Bob Feerick,483.0,190.0,86.0,83
163,1950.0,G,George Feigenbaum,36.0,185.0,83.0,270
164,1953.0,PG,George Feigenbaum,16.0,185.0,83.0,142
165,1950.0,F-G,Arnie Ferrin,340.0,188.0,81.0,120
166,1951.0,F-G,Arnie Ferrin,352.0,188.0,81.0,78
167,1950.0,SG,Jerry Fleishman,297.0,188.0,86.0,143
168,1953.0,SG,Jerry Fleishman,296.0,188.0,86.0,84
169,1950.0,PF,Joe Fulks*,965.0,196.0,86.0,11
170,1951.0,PF,Joe Fulks*,1236.0,196.0,86.0,4
171,1952.0,PF,Joe Fulks*,922.0,196.0,86.0,14
172,1953.0,PF,Joe Fulks*,832.0,196.0,86.0,20
173,1954.0,PF,Joe Fulks*,150.0,196.0,86.0,87
174,1950.0,SG,Bill Gabor,609.0,180.0,77.0,55
175,1951.0,SG,Bill Gabor,689.0,180.0,77.0,28
176,1952.0,SG,Bill Gabor,488.0,180.0,77.0,57
177,1953.0,SG,Bill Gabor,647.0,180.0,77.0,43
178,1954.0,SG,Bill Gabor,547.0,180.0,77.0,44
179,1955.0,SG,Bill Gabor,17.0,180.0,77.0,96
180,1950.0,F-C,Elmer Gainer,24.0,198.0,88.0,280
181,1950.0,F-C,Harry Gallatin*,803.0,198.0,95.0,23
182,1951.0,F-C,Harry Gallatin*,845.0,198.0,95.0,20
183,1952.0,PF,Harry Gallatin*,741.0,198.0,95.0,26
184,1953.0,PF,Harry Gallatin*,865.0,198.0,95.0,18
185,1954.0,PF,Harry Gallatin*,949.0,198.0,95.0,11
186,1955.0,PF,Harry Gallatin*,1053.0,198.0,95.0,13
187,1956.0,SF,Harry Gallatin*,1002.0,198.0,95.0,15
188,1957.0,PF,Harry Gallatin*,1079.0,198.0,95.0,14
189,1958.0,PF,Harry Gallatin*,1072.0,198.0,95.0,22
190,1950.0,SG,Vern Gardner,853.0,196.0,90.0,19
191,1951.0,SG,Vern Gardner,327.0,196.0,90.0,80
192,1952.0,SG,Vern Gardner,159.0,196.0,90.0,96
193,1950.0,G,Frank Gates,287.0,183.0,72.0,146
194,1950.0,F-G,Dee Gibson,281.0,180.0,79.0,148
195,1950.0,F-C,Hoot Gibson,176.0,196.0,89.0,194
196,1950.0,F-C,Hoot Gibson,7.0,196.0,89.0,295
197,1950.0,F-C,Hoot Gibson,169.0,196.0,89.0,196
198,1950.0,F-C,Chuck Gilmur,418.0,193.0,102.0,103
199,1951.0,F-C,Chuck Gilmur,51.0,193.0,102.0,147
200,1950.0,F,Normie Glick,2.0,201.0,86.0,309
201,1950.0,F,Paul Gordon,3.0,190.0,83.0,306
202,1950.0,F-C,Joe Graboski,203.0,201.0,88.0,186
203,1952.0,C,Joe Graboski,904.0,201.0,88.0,15
204,1953.0,C,Joe Graboski,894.0,201.0,88.0,16
205,1954.0,PF,Joe Graboski,944.0,201.0,88.0,13
206,1955.0,PF,Joe Graboski,954.0,201.0,88.0,19
207,1956.0,PF,Joe Graboski,1034.0,201.0,88.0,14
208,1957.0,PF,Joe Graboski,1032.0,201.0,88.0,16
209,1958.0,PF,Joe Graboski,909.0,201.0,88.0,28
210,1959.0,PF,Joe Graboski,1058.0,201.0,88.0,20
211,1960.0,PF,Joe Graboski,565.0,201.0,88.0,56
212,1961.0,PF,Joe Graboski,465.0,201.0,88.0,61
213,1962.0,F-C,Joe Graboski,193.0,201.0,88.0,92
214,1950.0,F,Bud Grant,91.0,190.0,88.0,236
215,1951.0,F,Bud Grant,158.0,190.0,88.0,111
216,1950.0,F-G,Don Grate,4.0,188.0,83.0,302
217,1950.0,C,Alex Groza,1496.0,201.0,98.0,2
218,1951.0,C,Alex Groza,1429.0,201.0,98.0,2
219,1950.0,F-G,Al Guokas,214.0,196.0,90.0,179
220,1950.0,F-G,Al Guokas,197.0,196.0,90.0,187
221,1950.0,F-G,Al Guokas,17.0,196.0,90.0,285
222,1950.0,C,Robert Hahn,10.0,208.0,108.0,291
223,1950.0,C,Chick Halbert,328.0,206.0,102.0,126
224,1951.0,C,Chick Halbert,500.0,206.0,102.0,51
225,1950.0,G-F,Bruce Hale,657.0,185.0,77.0,46
226,1951.0,G-F,Bruce Hale,94.0,185.0,77.0,131
227,1950.0,G-F,Dale Hamilton,25.0,183.0,81.0,279
228,1950.0,PF,Alex Hannum*,482.0,201.0,95.0,85
229,1951.0,PF,Alex Hannum*,471.0,201.0,95.0,57
230,1952.0,F-C,Alex Hannum*,438.0,201.0,95.0,63
231,1953.0,PF,Alex Hannum*,346.0,201.0,95.0,75
232,1954.0,PF,Alex Hannum*,452.0,201.0,95.0,58
233,1955.0,PF,Alex Hannum*,313.0,201.0,95.0,63
234,1956.0,PF,Alex Hannum*,385.0,201.0,95.0,65
235,1957.0,F-C,Alex Hannum*,191.0,201.0,95.0,83
236,1950.0,G-F,John Hargis,643.0,188.0,81.0,48
237,1951.0,G-F,John Hargis,123.0,188.0,81.0,126
238,1951.0,G-F,John Hargis,67.0,188.0,81.0,141
239,1951.0,G-F,John Hargis,56.0,188.0,81.0,145
240,1950.0,F-C,Bob Harris,476.0,201.0,88.0,87
241,1951.0,F-C,Bob Harris,282.0,201.0,88.0,86
242,1951.0,F-C,Bob Harris,41.0,201.0,88.0,153
243,1951.0,F-C,Bob Harris,241.0,201.0,88.0,96
244,1952.0,PF,Bob Harris,514.0,201.0,88.0,53
245,1953.0,SF,Bob Harris,517.0,201.0,88.0,52
246,1954.0,SF,Bob Harris,420.0,201.0,88.0,63
247,1950.0,G,Bob Harrison,300.0,201.0,88.0,142
248,1951.0,G,Bob Harrison,401.0,201.0,88.0,67
249,1952.0,SG,Bob Harrison,401.0,201.0,88.0,68
250,1953.0,SG,Bob Harrison,497.0,201.0,88.0,58
251,1954.0,SG,Bob Harrison,382.0,201.0,88.0,72
252,1954.0,G,Bob Harrison,155.0,201.0,88.0,86
253,1954.0,SG,Bob Harrison,227.0,201.0,88.0,82
254,1955.0,PG,Bob Harrison,724.0,201.0,88.0,35
255,1956.0,PG,Bob Harrison,617.0,201.0,88.0,39
256,1957.0,G,Bob Harrison,579.0,201.0,88.0,45
257,1958.0,SG,Bob Harrison,517.0,201.0,88.0,55
258,1950.0,G,Billy Hassett,272.0,180.0,81.0,153
259,1950.0,G,Billy Hassett,161.0,180.0,81.0,201
260,1950.0,G,Billy Hassett,111.0,180.0,81.0,219
261,1951.0,G,Billy Hassett,133.0,180.0,81.0,120
262,1950.0,F,Marshall Hawkins,152.0,190.0,92.0,203
263,1950.0,C,Bill Henry,296.0,206.0,97.0,144
264,1950.0,C,Bill Henry,214.0,206.0,97.0,179
265,1950.0,C,Bill Henry,82.0,206.0,97.0,241
266,1950.0,G,Bill Herman,56.0,190.0,77.0,254
267,1950.0,C-F,Kleggie Hermsen,545.0,206.0,102.0,73
268,1951.0,C-F,Kleggie Hermsen,533.0,206.0,102.0,47
269,1953.0,C-F,Kleggie Hermsen,11.0,206.0,102.0,147
270,1953.0,C-F,Kleggie Hermsen,1.0,206.0,102.0,159
271,1953.0,C-F,Kleggie Hermsen,10.0,206.0,102.0,151
272,1950.0,G,Sonny Hertzberg,693.0,178.0,79.0,42
273,1951.0,G,Sonny Hertzberg,635.0,178.0,79.0,32
274,1950.0,G-F,Paul Hoffman,866.0,188.0,88.0,17
275,1951.0,G-F,Paul Hoffman,359.0,188.0,88.0,76
276,1953.0,SG,Paul Hoffman,704.0,188.0,88.0,37
277,1954.0,PG,Paul Hoffman,723.0,188.0,88.0,23
278,1955.0,G-F,Paul Hoffman,194.0,188.0,88.0,73
279,1950.0,SF,Joe Holland,388.0,193.0,83.0,107
280,1951.0,SF,Joe Holland,470.0,193.0,83.0,58
281,1952.0,SF,Joe Holland,226.0,193.0,83.0,87
282,1950.0,PG,Red Holzman*,556.0,178.0,79.0,70
283,1951.0,PG,Red Holzman*,496.0,178.0,79.0,52
284,1952.0,PG,Red Holzman*,269.0,178.0,79.0,78
285,1953.0,PG,Red Holzman*,103.0,178.0,79.0,116
286,1954.0,PG,Red Holzman*,196.0,178.0,79.0,83
287,1950.0,F,Gene James,52.0,193.0,81.0,256
288,1951.0,F,Gene James,202.0,193.0,81.0,106
289,1951.0,F,Gene James,3.0,193.0,81.0,172
290,1951.0,F,Gene James,199.0,193.0,81.0,110
291,1950.0,F,Howie Janotta,31.0,190.0,83.0,273
292,1950.0,F-G,Tony Jaros,240.0,190.0,83.0,169
293,1951.0,F-G,Tony Jaros,241.0,190.0,83.0,96
294,1950.0,G,Buddy Jeannette*,193.0,180.0,79.0,190
295,1950.0,SF,Arnie Johnson,498.0,196.0,107.0,78
296,1951.0,SF,Arnie Johnson,639.0,196.0,107.0,31
297,1952.0,SF,Arnie Johnson,657.0,196.0,107.0,33
298,1953.0,SF,Arnie Johnson,583.0,196.0,107.0,48
299,1950.0,PG,Ralph Johnson,590.0,180.0,77.0,61
300,1950.0,PG,Ralph Johnson,337.0,180.0,77.0,121
301,1950.0,PG,Ralph Johnson,253.0,180.0,77.0,163
302,1951.0,PG,Ralph Johnson,584.0,180.0,77.0,38
303,1952.0,PG,Ralph Johnson,523.0,180.0,77.0,51
304,1953.0,PG,Ralph Johnson,8.0,180.0,77.0,154
305,1950.0,PF,Wah Wah,751.0,180.0,77.0,33
306,1951.0,PF,Wah Wah,247.0,180.0,77.0,94
307,1952.0,PF,Wah Wah,430.0,180.0,77.0,65
308,1950.0,C,Noble Jorgensen,704.0,206.0,103.0,40
309,1951.0,C,Noble Jorgensen,628.0,206.0,103.0,34
310,1951.0,C,Noble Jorgensen,246.0,206.0,103.0,95
311,1951.0,C,Noble Jorgensen,382.0,206.0,103.0,71
312,1952.0,C,Noble Jorgensen,529.0,206.0,103.0,49
313,1953.0,C,Noble Jorgensen,436.0,206.0,103.0,67
314,1950.0,SF,George Kaftan,534.0,190.0,86.0,75
315,1951.0,SF,George Kaftan,300.0,190.0,86.0,83
316,1952.0,SF,George Kaftan,322.0,190.0,86.0,73
317,1953.0,SF,George Kaftan,134.0,190.0,86.0,109
318,1950.0,G,Leo Katkaveck,236.0,183.0,83.0,172
319,1950.0,PF,Jack Kerris,483.0,198.0,97.0,83
320,1950.0,PF,Jack Kerris,26.0,198.0,97.0,278
321,1950.0,PF,Jack Kerris,457.0,198.0,97.0,92
322,1951.0,PF,Jack Kerris,711.0,198.0,97.0,27
323,1952.0,PF,Jack Kerris,589.0,198.0,97.0,44
324,1953.0,PF,Jack Kerris,274.0,198.0,97.0,87
325,1953.0,F-C,Jack Kerris,179.0,198.0,97.0,103
326,1953.0,PF,Jack Kerris,95.0,198.0,97.0,118
327,1950.0,C-F,Bob Kinney,667.0,198.0,97.0,44
328,1950.0,PG,Walt Kirk,349.0,190.0,78.0,117
329,1950.0,PG,Walt Kirk,119.0,190.0,78.0,214
330,1950.0,PG,Walt Kirk,230.0,190.0,78.0,174
331,1952.0,PG,Walt Kirk,111.0,190.0,78.0,104
332,1950.0,F-G,Leo Klier,455.0,188.0,77.0,93
333,1950.0,G,Duane Klueh,475.0,190.0,79.0,89
334,1950.0,G,Duane Klueh,331.0,190.0,79.0,124
335,1950.0,G,Duane Klueh,144.0,190.0,79.0,207
336,1951.0,G,Duane Klueh,449.0,190.0,79.0,60
337,1950.0,C,Lee Knorek,0.0,201.0,97.0,312
338,1950.0,F-C,Milo Komenich,634.0,201.0,96.0,50
339,1950.0,G,Leo Kubiak,710.0,180.0,72.0,39
340,1950.0,G-F,Frank Kudelka,433.0,188.0,87.0,100
341,1951.0,G-F,Frank Kudelka,441.0,188.0,87.0,62
342,1952.0,SF,Frank Kudelka,606.0,188.0,87.0,41
343,1953.0,SG,Frank Kudelka,162.0,188.0,87.0,106
344,1953.0,G-F,Frank Kudelka,79.0,188.0,87.0,124
345,1953.0,SG,Frank Kudelka,83.0,188.0,87.0,123
346,1950.0,G-F,Walt Lautenbach,238.0,188.0,83.0,171
347,1950.0,F,Tony Lavelli,492.0,190.0,83.0,81
348,1951.0,F,Tony Lavelli,99.0,190.0,83.0,130
349,1950.0,F-G,Ed Leede,571.0,190.0,83.0,67
350,1951.0,F-G,Ed Leede,378.0,190.0,83.0,72
351,1950.0,F-G,Andrew Levane,332.0,188.0,86.0,122
352,1953.0,SG,Andrew Levane,8.0,188.0,86.0,154
353,1950.0,F-G,Freddie Lewis,117.0,188.0,88.0,215
354,1950.0,F-G,Freddie Lewis,63.0,188.0,88.0,248
355,1950.0,F-G,Freddie Lewis,54.0,188.0,88.0,255
356,1967.0,PG,Freddie Lewis,149.0,188.0,88.0,113
357,1977.0,PG,Freddie Lewis,224.0,188.0,88.0,263
358,1950.0,C,Ron Livingstone,448.0,208.0,99.0,95
359,1950.0,C,Ron Livingstone,85.0,208.0,99.0,240
360,1950.0,C,Ron Livingstone,363.0,208.0,99.0,111
361,1951.0,C,Ron Livingstone,284.0,208.0,99.0,85
362,1950.0,G,John Logan,755.0,188.0,79.0,31
363,1951.0,G,John Logan,231.0,188.0,79.0,101
364,1950.0,G,Ray Lumpp,268.0,185.0,80.0,159
365,1951.0,G,Ray Lumpp,430.0,185.0,80.0,64
366,1952.0,SG,Ray Lumpp,458.0,185.0,80.0,60
367,1953.0,PG,Ray Lumpp,529.0,185.0,80.0,51
368,1953.0,G,Ray Lumpp,28.0,185.0,80.0,139
369,1953.0,PG,Ray Lumpp,501.0,185.0,80.0,57
370,1950.0,C-F,Ed Macauley*,1081.0,203.0,83.0,5
371,1951.0,C-F,Ed Macauley*,1384.0,203.0,83.0,3
372,1952.0,C,Ed Macauley*,1264.0,203.0,83.0,4
373,1953.0,C,Ed Macauley*,1402.0,203.0,83.0,4
374,1954.0,C,Ed Macauley*,1344.0,203.0,83.0,3
375,1955.0,C,Ed Macauley*,1248.0,203.0,83.0,10
376,1956.0,C,Ed Macauley*,1240.0,203.0,83.0,8
377,1957.0,PF,Ed Macauley*,1187.0,203.0,83.0,9
378,1958.0,C,Ed Macauley*,1019.0,203.0,83.0,25
379,1959.0,C,Ed Macauley*,65.0,203.0,83.0,104
380,1950.0,G-F,Johnny Macknowski,439.0,183.0,81.0,98
381,1951.0,G-F,Johnny Macknowski,384.0,183.0,81.0,70
382,1950.0,C,John Mahnken,341.0,203.0,99.0,119
383,1950.0,C,John Mahnken,7.0,203.0,99.0,295
384,1950.0,C,John Mahnken,223.0,203.0,99.0,177
385,1950.0,C,John Mahnken,111.0,203.0,99.0,219
386,1951.0,C,John Mahnken,267.0,203.0,99.0,91
387,1951.0,C,John Mahnken,239.0,203.0,99.0,98
388,1951.0,C,John Mahnken,28.0,203.0,99.0,157
389,1952.0,C,John Mahnken,182.0,203.0,99.0,94
390,1953.0,C,John Mahnken,191.0,203.0,99.0,97
391,1950.0,F-C,John Mandic,66.0,193.0,92.0,247
392,1950.0,F-C,John Mandic,62.0,193.0,92.0,250
393,1950.0,F-C,John Mandic,4.0,193.0,92.0,302
394,1950.0,PG,Slater Martin*,271.0,178.0,77.0,154
395,1951.0,PG,Slater Martin*,575.0,178.0,77.0,39
396,1952.0,PG,Slater Martin*,616.0,178.0,77.0,38
397,1953.0,PG,Slater Martin*,744.0,178.0,77.0,27
398,1954.0,PG,Slater Martin*,684.0,178.0,77.0,29
399,1955.0,PG,Slater Martin*,976.0,178.0,77.0,18
400,1956.0,PG,Slater Martin*,947.0,178.0,77.0,21
401,1957.0,PG,Slater Martin*,718.0,178.0,77.0,32
402,1957.0,PG,Slater Martin*,110.0,178.0,77.0,90
403,1957.0,PG,Slater Martin*,608.0,178.0,77.0,43
404,1958.0,PG,Slater Martin*,722.0,178.0,77.0,35
405,1959.0,PG,Slater Martin*,687.0,178.0,77.0,39
406,1960.0,PG,Slater Martin*,397.0,178.0,77.0,71
407,1950.0,F,Ariel Maughan,477.0,193.0,86.0,86
408,1951.0,F,Ariel Maughan,254.0,193.0,86.0,93
409,1950.0,F,Matt Mazza,98.0,190.0,95.0,229
410,1950.0,G,Mike McCarron,9.0,180.0,81.0,293
411,1950.0,G,Mike McCarron,4.0,180.0,81.0,302
412,1950.0,G,Mike McCarron,5.0,180.0,81.0,299
413,1950.0,PG,Dick McGuire*,584.0,183.0,81.0,65
414,1951.0,PG,Dick McGuire*,537.0,183.0,81.0,46
415,1952.0,PG,Dick McGuire*,591.0,183.0,81.0,43
416,1953.0,PG,Dick McGuire*,437.0,183.0,81.0,66
417,1954.0,PG,Dick McGuire*,622.0,183.0,81.0,32
418,1955.0,PG,Dick McGuire*,647.0,183.0,81.0,40
419,1956.0,PG,Dick McGuire*,425.0,183.0,81.0,61
420,1957.0,PG,Dick McGuire*,385.0,183.0,81.0,66
421,1958.0,PG,Dick McGuire*,556.0,183.0,81.0,48
422,1959.0,PG,Dick McGuire*,655.0,183.0,81.0,44
423,1960.0,PG,Dick McGuire*,482.0,183.0,81.0,64
424,1950.0,SF,Bones McKinney,492.0,198.0,83.0,81
425,1951.0,SF,Bones McKinney,262.0,198.0,83.0,92
426,1951.0,SF,Bones McKinney,27.0,198.0,83.0,158
427,1951.0,SF,Bones McKinney,235.0,198.0,83.0,100
428,1952.0,SF,Bones McKinney,337.0,198.0,83.0,72
429,1950.0,F-C,Mal McMullen,323.0,196.0,95.0,130
430,1951.0,F-C,Mal McMullen,204.0,196.0,95.0,105
431,1950.0,PF,Dick Mehen,892.0,196.0,88.0,14
