,Year,Pos,Player,PTS,height,weight,Rank
4237,1975.0,SF,John Johnson,1290.0,201.0,90.0,35
4238,1976.0,SF,John Johnson,752.0,201.0,90.0,85
4239,1976.0,SF,John Johnson,105.0,201.0,90.0,216
4240,1976.0,SF,John Johnson,647.0,201.0,90.0,107
4241,1977.0,SF,John Johnson,732.0,201.0,90.0,112
4242,1978.0,SF,John Johnson,817.0,201.0,90.0,108
4243,1978.0,SF,John Johnson,4.0,201.0,90.0,361
4244,1978.0,SF,John Johnson,813.0,201.0,90.0,110
4245,1979.0,SF,John Johnson,902.0,201.0,90.0,98
4246,1980.0,SF,John Johnson,915.0,201.0,90.0,88
4247,1981.0,SF,John Johnson,919.0,201.0,90.0,95
4248,1982.0,SF,John Johnson,59.0,201.0,90.0,324
4249,1971.0,G,Earnie Killum,1.0,190.0,81.0,244
4250,1971.0,PF,Ron Knight,217.0,201.0,97.0,171
4251,1972.0,SF,Ron Knight,255.0,201.0,97.0,162
4252,1971.0,C,Sam Lacey,1090.0,208.0,106.0,60
4253,1972.0,C,Sam Lacey,939.0,208.0,106.0,74
4254,1973.0,C,Sam Lacey,1068.0,208.0,106.0,56
4255,1974.0,C,Sam Lacey,1119.0,208.0,106.0,52
4256,1975.0,C,Sam Lacey,928.0,208.0,106.0,58
4257,1976.0,C,Sam Lacey,1035.0,208.0,106.0,55
4258,1977.0,C,Sam Lacey,869.0,208.0,106.0,83
4259,1978.0,C,Sam Lacey,664.0,208.0,106.0,140
4260,1979.0,C,Sam Lacey,867.0,208.0,106.0,101
4261,1980.0,C,Sam Lacey,743.0,208.0,106.0,122
4262,1981.0,C,Sam Lacey,567.0,208.0,106.0,161
4263,1982.0,C,Sam Lacey,161.0,208.0,106.0,279
4264,1982.0,C,Sam Lacey,6.0,208.0,106.0,363
4265,1982.0,C,Sam Lacey,155.0,208.0,106.0,280
4266,1983.0,C,Sam Lacey,253.0,208.0,106.0,248
4267,1971.0,C,Bob Lanier*,1281.0,211.0,113.0,46
4268,1972.0,C,Bob Lanier*,2056.0,211.0,113.0,6
4269,1973.0,C,Bob Lanier*,1927.0,211.0,113.0,8
4270,1974.0,C,Bob Lanier*,1822.0,211.0,113.0,7
4271,1975.0,C,Bob Lanier*,1823.0,211.0,113.0,6
4272,1976.0,C,Bob Lanier*,1366.0,211.0,113.0,32
4273,1977.0,C,Bob Lanier*,1616.0,211.0,113.0,18
4274,1978.0,C,Bob Lanier*,1542.0,211.0,113.0,24
4275,1979.0,C,Bob Lanier*,1253.0,211.0,113.0,56
4276,1980.0,C,Bob Lanier*,1210.0,211.0,113.0,53
4277,1980.0,C,Bob Lanier*,802.0,211.0,113.0,111
4278,1980.0,C,Bob Lanier*,408.0,211.0,113.0,206
4279,1981.0,C,Bob Lanier*,961.0,211.0,113.0,90
4280,1982.0,C,Bob Lanier*,996.0,211.0,113.0,71
4281,1983.0,C,Bob Lanier*,417.0,211.0,113.0,190
4282,1984.0,C,Bob Lanier*,978.0,211.0,113.0,80
4283,1971.0,SG,Pete Maravich*,1880.0,196.0,89.0,8
4284,1972.0,SG,Pete Maravich*,1275.0,196.0,89.0,39
4285,1973.0,SG,Pete Maravich*,2063.0,196.0,89.0,4
4286,1974.0,SG,Pete Maravich*,2107.0,196.0,89.0,3
4287,1975.0,SG,Pete Maravich*,1700.0,196.0,89.0,8
4288,1976.0,SG,Pete Maravich*,1604.0,196.0,89.0,12
4289,1977.0,SG,Pete Maravich*,2273.0,196.0,89.0,1
4290,1978.0,SG,Pete Maravich*,1352.0,196.0,89.0,37
4291,1979.0,SG,Pete Maravich*,1105.0,196.0,89.0,68
4292,1980.0,SG,Pete Maravich*,589.0,196.0,89.0,151
4293,1980.0,SG,Pete Maravich*,290.0,196.0,89.0,243
4294,1980.0,SG,Pete Maravich*,299.0,196.0,89.0,240
4295,1971.0,SG,Harvey Marlatt,65.0,190.0,83.0,206
4296,1972.0,SG,Harvey Marlatt,156.0,190.0,83.0,186
4297,1973.0,SG,Harvey Marlatt,4.0,190.0,83.0,261
4298,1971.0,PF,Eddie Mast,61.0,206.0,99.0,209
4299,1972.0,PF,Eddie Mast,103.0,206.0,99.0,208
4300,1973.0,PF,Eddie Mast,119.0,206.0,99.0,211
4301,1971.0,SF,Jim McMillian,678.0,196.0,97.0,100
4302,1972.0,SF,Jim McMillian,1503.0,196.0,97.0,26
4303,1973.0,SF,Jim McMillian,1533.0,196.0,97.0,26
4304,1974.0,SF,Jim McMillian,1525.0,196.0,97.0,23
4305,1975.0,SF,Jim McMillian,888.0,196.0,97.0,61
4306,1976.0,SF,Jim McMillian,1172.0,196.0,97.0,43
4307,1977.0,SF,Jim McMillian,663.0,196.0,97.0,124
4308,1978.0,SF,Jim McMillian,691.0,196.0,97.0,132
4309,1979.0,SF,Jim McMillian,83.0,196.0,97.0,289
4310,1971.0,SF,Larry Mikan,158.0,201.0,95.0,179
4311,1971.0,SG,Rex Morgan,117.0,196.0,86.0,189
4312,1972.0,SG,Rex Morgan,55.0,196.0,86.0,237
4313,1971.0,PG,Calvin Murphy*,1298.0,175.0,74.0,44
4314,1972.0,PG,Calvin Murphy*,1491.0,175.0,74.0,28
4315,1973.0,PG,Calvin Murphy*,1001.0,175.0,74.0,61
4316,1974.0,PG,Calvin Murphy*,1652.0,175.0,74.0,18
4317,1975.0,PG,Calvin Murphy*,1455.0,175.0,74.0,27
4318,1976.0,PG,Calvin Murphy*,1722.0,175.0,74.0,7
4319,1977.0,PG,Calvin Murphy*,1464.0,175.0,74.0,28
4320,1978.0,SG,Calvin Murphy*,1949.0,175.0,74.0,7
4321,1979.0,PG,Calvin Murphy*,1660.0,175.0,74.0,18
4322,1980.0,SG,Calvin Murphy*,1520.0,175.0,74.0,28
4323,1981.0,PG,Calvin Murphy*,1266.0,175.0,74.0,47
4324,1982.0,PG,Calvin Murphy*,655.0,175.0,74.0,145
4325,1983.0,PG,Calvin Murphy*,816.0,175.0,74.0,102
4326,1971.0,F,Ralph Ogden,42.0,196.0,92.0,215
4327,1971.0,C,Curtis Perry,53.0,201.0,99.0,213
4328,1972.0,C,Curtis Perry,438.0,201.0,99.0,137
4329,1972.0,C,Curtis Perry,88.0,201.0,99.0,213
4330,1972.0,C,Curtis Perry,350.0,201.0,99.0,150
4331,1973.0,PF,Curtis Perry,613.0,201.0,99.0,104
4332,1974.0,PF,Curtis Perry,728.0,201.0,99.0,88
4333,1975.0,PF,Curtis Perry,1058.0,201.0,99.0,46
4334,1976.0,PF,Curtis Perry,947.0,201.0,99.0,60
4335,1977.0,PF,Curtis Perry,470.0,201.0,99.0,181
4336,1978.0,PF,Curtis Perry,271.0,201.0,99.0,248
4337,1971.0,SG,Geoff Petrie,2031.0,193.0,86.0,7
4338,1972.0,SG,Geoff Petrie,1132.0,193.0,86.0,52
4339,1973.0,SG,Geoff Petrie,1970.0,193.0,86.0,7
4340,1974.0,PG,Geoff Petrie,1771.0,193.0,86.0,10
4341,1975.0,PG,Geoff Petrie,1465.0,193.0,86.0,24
4342,1976.0,SG,Geoff Petrie,1363.0,193.0,86.0,33
4343,1971.0,SG,Mike Price,84.0,190.0,90.0,200
4344,1972.0,SG,Mike Price,19.0,190.0,90.0,256
4345,1973.0,SG,Mike Price,288.0,190.0,90.0,169
4346,1971.0,F,Bob Riley,13.0,206.0,106.0,228
4347,1971.0,C,Paul Ruffner,34.0,208.0,102.0,220
4348,1974.0,C,Paul Ruffner,30.0,208.0,102.0,225
4349,1975.0,C,Paul Ruffner,45.0,208.0,102.0,254
4350,1971.0,SF,Mike Silliman,91.0,198.0,102.0,196
4351,1971.0,C,Garfield Smith,106.0,206.0,106.0,191
4352,1972.0,PF,Garfield Smith,62.0,206.0,106.0,230
4353,1971.0,PF,Dave Sorenson,890.0,203.0,102.0,76
4354,1972.0,PF,Dave Sorenson,532.0,203.0,102.0,130
4355,1973.0,PF,Dave Sorenson,312.0,203.0,102.0,162
4356,1973.0,PF,Dave Sorenson,27.0,203.0,102.0,240
4357,1973.0,PF,Dave Sorenson,285.0,203.0,102.0,170
4358,1971.0,F,Dennis Stewart,4.0,198.0,99.0,239
4359,1971.0,F,Bill Stricker,4.0,206.0,95.0,239
4360,1971.0,C-F,Gary Suiter,42.0,206.0,102.0,215
4361,1971.0,SG,Fred Taylor,298.0,196.0,81.0,155
4362,1972.0,SG,Fred Taylor,87.0,196.0,81.0,214
4363,1972.0,SG,Fred Taylor,16.0,196.0,81.0,258
4364,1972.0,SG,Fred Taylor,71.0,196.0,81.0,221
4365,1971.0,SF,Joe Thomas,55.0,198.0,92.0,212
4366,1971.0,PF,Rudy Tomjanovich,409.0,203.0,98.0,134
4367,1972.0,PF,Rudy Tomjanovich,1172.0,203.0,98.0,47
4368,1973.0,PF,Rudy Tomjanovich,1560.0,203.0,98.0,24
4369,1974.0,SF,Rudy Tomjanovich,1961.0,203.0,98.0,6
4370,1975.0,PF,Rudy Tomjanovich,1677.0,203.0,98.0,13
4371,1976.0,PF,Rudy Tomjanovich,1465.0,203.0,98.0,25
4372,1977.0,PF,Rudy Tomjanovich,1753.0,203.0,98.0,12
4373,1978.0,SF,Rudy Tomjanovich,495.0,203.0,98.0,182
4374,1979.0,PF,Rudy Tomjanovich,1408.0,203.0,98.0,32
4375,1980.0,PF,Rudy Tomjanovich,880.0,203.0,98.0,98
4376,1981.0,PF,Rudy Tomjanovich,603.0,203.0,98.0,149
4377,1971.0,SG,John Vallely,191.0,190.0,83.0,174
4378,1972.0,SG,John Vallely,168.0,190.0,83.0,184
4379,1972.0,SG,John Vallely,53.0,190.0,83.0,239
4380,1972.0,SG,John Vallely,115.0,190.0,83.0,197
4381,1971.0,C,Cornell Warner,391.0,206.0,99.0,136
4382,1972.0,PF,Cornell Warner,382.0,206.0,99.0,145
4383,1973.0,C,Cornell Warner,407.0,206.0,99.0,144
4384,1973.0,C,Cornell Warner,17.0,206.0,99.0,250
4385,1973.0,C,Cornell Warner,390.0,206.0,99.0,146
4386,1974.0,C,Cornell Warner,433.0,206.0,99.0,129
4387,1974.0,C,Cornell Warner,8.0,206.0,99.0,235
4388,1974.0,C,Cornell Warner,425.0,206.0,99.0,133
4389,1975.0,PF,Cornell Warner,602.0,206.0,99.0,113
4390,1976.0,PF,Cornell Warner,591.0,206.0,99.0,116
4391,1977.0,PF,Cornell Warner,54.0,206.0,99.0,323
4392,1971.0,PG,Bobby Washington,350.0,180.0,79.0,144
4393,1972.0,PG,Bobby Washington,350.0,180.0,79.0,150
4394,1971.0,SG,Jeff Webb,65.0,193.0,77.0,206
4395,1972.0,SG,Jeff Webb,96.0,193.0,77.0,210
4396,1972.0,SG,Jeff Webb,29.0,193.0,77.0,249
4397,1972.0,SG,Jeff Webb,67.0,193.0,77.0,224
4398,1971.0,PG,Herb White,90.0,188.0,88.0,197
4399,1971.0,PG,Milt Williams,4.0,188.0,82.0,239
4400,1972.0,PG,Milt Williams,67.0,188.0,82.0,224
4401,1974.0,PG,Milt Williams,165.0,188.0,82.0,182
4402,1971.0,F,Willie Williams,23.0,201.0,90.0,224
4403,1971.0,F,Willie Williams,15.0,201.0,90.0,226
4404,1971.0,F,Willie Williams,8.0,201.0,90.0,230
4405,1971.0,G,Marv Winkler,8.0,185.0,74.0,230
4406,1971.0,SG,Gary Zeller,83.0,190.0,92.0,201
4407,1972.0,SG,Gary Zeller,188.0,190.0,92.0,175
4408,1971.0,PG,Bill Zopf,118.0,185.0,77.0,188
4409,1972.0,SF,Odis Allison,67.0,198.0,88.0,224
4410,1972.0,C,Vic Bartolome,34.0,213.0,104.0,248
4411,1972.0,SG,Fred Brown,140.0,190.0,82.0,189
4412,1973.0,SG,Fred Brown,1063.0,190.0,82.0,59
4413,1974.0,SG,Fred Brown,1351.0,190.0,82.0,32
4414,1975.0,SG,Fred Brown,1700.0,190.0,82.0,8
4415,1976.0,SG,Fred Brown,1757.0,190.0,82.0,6
4416,1977.0,SG,Fred Brown,1236.0,190.0,82.0,44
4417,1978.0,SG,Fred Brown,1192.0,190.0,82.0,51
4418,1979.0,PG,Fred Brown,1075.0,190.0,82.0,74
4419,1980.0,SG,Fred Brown,960.0,190.0,82.0,77
4420,1981.0,SG,Fred Brown,1206.0,190.0,82.0,54
4421,1982.0,SG,Fred Brown,922.0,190.0,82.0,85
4422,1983.0,PG,Fred Brown,814.0,190.0,82.0,103
4423,1984.0,SG,Fred Brown,602.0,190.0,82.0,148
4424,1972.0,SG,Austin Carr,911.0,193.0,90.0,80
4425,1973.0,SG,Austin Carr,1685.0,193.0,90.0,16
4426,1974.0,SG,Austin Carr,1775.0,193.0,90.0,9
4427,1975.0,SG,Austin Carr,593.0,193.0,90.0,116
4428,1976.0,SG,Austin Carr,658.0,193.0,90.0,103
4429,1977.0,SG,Austin Carr,1329.0,193.0,90.0,36
4430,1978.0,SG,Austin Carr,1011.0,193.0,90.0,75
4431,1979.0,SG,Austin Carr,1394.0,193.0,90.0,37
4432,1980.0,SG,Austin Carr,909.0,193.0,90.0,92
4433,1981.0,SG,Austin Carr,208.0,193.0,90.0,247
4434,1981.0,SG,Austin Carr,16.0,193.0,90.0,336
4435,1981.0,SG,Austin Carr,192.0,193.0,90.0,254
4436,1972.0,SF,Sid Catlett,6.0,198.0,104.0,264
4437,1972.0,SG,Phil Chenier,996.0,190.0,81.0,64
4438,1973.0,SG,Phil Chenier,1398.0,190.0,81.0,34
4439,1974.0,SG,Phil Chenier,1668.0,190.0,81.0,16
4440,1975.0,SG,Phil Chenier,1681.0,190.0,81.0,11
4441,1976.0,SG,Phil Chenier,1590.0,190.0,81.0,14
4442,1977.0,SG,Phil Chenier,1578.0,190.0,81.0,21
4443,1978.0,SG,Phil Chenier,509.0,190.0,81.0,177
4444,1979.0,SG,Phil Chenier,156.0,190.0,81.0,263
4445,1980.0,SG,Phil Chenier,326.0,190.0,81.0,229
4446,1980.0,SG,Phil Chenier,202.0,190.0,81.0,259
4447,1980.0,SG,Phil Chenier,124.0,190.0,81.0,288
4448,1981.0,SG,Phil Chenier,29.0,190.0,81.0,329
4449,1972.0,PG,Jim Cleamons,98.0,190.0,83.0,209
4450,1973.0,PG,Jim Cleamons,459.0,190.0,83.0,127
4451,1974.0,PG,Jim Cleamons,565.0,190.0,83.0,110
4452,1975.0,PG,Jim Cleamons,882.0,190.0,83.0,64
4453,1976.0,PG,Jim Cleamons,1000.0,190.0,83.0,57
4454,1977.0,PG,Jim Cleamons,626.0,190.0,83.0,136
4455,1978.0,PG,Jim Cleamons,511.0,190.0,83.0,175
4456,1979.0,PG,Jim Cleamons,752.0,190.0,83.0,123
4457,1980.0,PG,Jim Cleamons,519.0,190.0,83.0,175
4458,1980.0,PG,Jim Cleamons,75.0,190.0,83.0,304
4459,1980.0,PG,Jim Cleamons,444.0,190.0,83.0,194
4460,1972.0,SG,Charlie Davis,600.0,188.0,72.0,117
4461,1973.0,SG,Charlie Davis,656.0,188.0,72.0,97
4462,1973.0,SG,Charlie Davis,44.0,188.0,72.0,227
4463,1973.0,SG,Charlie Davis,612.0,188.0,72.0,105
4464,1974.0,SG,Charlie Davis,31.0,188.0,72.0,224
4465,1972.0,SF,Jackie Dinkins,45.0,196.0,95.0,242
4466,1972.0,SF,Ken Durrett,83.0,201.0,86.0,217
4467,1973.0,SF,Ken Durrett,22.0,201.0,86.0,246
4468,1974.0,SF,Ken Durrett,214.0,201.0,86.0,165
4469,1975.0,SF,Ken Durrett,165.0,201.0,86.0,209
4470,1975.0,SF,Ken Durrett,75.0,201.0,86.0,245
4471,1975.0,SF,Ken Durrett,90.0,201.0,86.0,237
4472,1972.0,SF,Dick Gibbs,235.0,196.0,95.0,167
4473,1973.0,SF,Dick Gibbs,207.0,196.0,95.0,188
4474,1973.0,SF,Dick Gibbs,0.0,196.0,95.0,265
4475,1973.0,SF,Dick Gibbs,207.0,196.0,95.0,188
4476,1974.0,SF,Dick Gibbs,766.0,196.0,95.0,81
4477,1975.0,SF,Dick Gibbs,196.0,196.0,95.0,195
4478,1976.0,SF,Dick Gibbs,335.0,196.0,95.0,163
4479,1972.0,PF,Clarence Glover,65.0,203.0,95.0,227
4480,1972.0,SG,Jeff Halliburton,147.0,196.0,87.0,187
4481,1973.0,SG,Jeff Halliburton,415.0,196.0,87.0,141
4482,1973.0,SG,Jeff Halliburton,121.0,196.0,87.0,210
4483,1973.0,SG,Jeff Halliburton,294.0,196.0,87.0,167
4484,1972.0,SG,Fred Hilton,708.0,190.0,83.0,107
4485,1973.0,SG,Fred Hilton,423.0,190.0,83.0,137
4486,1972.0,SG,Jake Jones,76.0,190.0,81.0,218
4487,1972.0,SG,Jake Jones,19.0,190.0,81.0,256
4488,1972.0,SG,Jake Jones,57.0,190.0,81.0,235
4489,1972.0,PG,Mo Layton,730.0,185.0,81.0,104
4490,1973.0,SG,Mo Layton,464.0,185.0,81.0,126
4491,1974.0,PG,Mo Layton,124.0,185.0,81.0,197
4492,1977.0,SG,Mo Layton,326.0,185.0,81.0,223
4493,1978.0,PG,Mo Layton,182.0,185.0,81.0,281
4494,1972.0,PF,Stan Love,587.0,206.0,97.0,119
4495,1973.0,PF,Stan Love,459.0,206.0,97.0,127
4496,1974.0,PF,Stan Love,287.0,206.0,97.0,150
4497,1975.0,PF,Stan Love,217.0,206.0,97.0,193
4498,1972.0,PG,Charlie Lowery,45.0,190.0,83.0,242
4499,1972.0,SF,Jim Marsh,119.0,201.0,97.0,194
4500,1972.0,C,Jim McDaniels,113.0,211.0,103.0,198
4501,1973.0,C,Jim McDaniels,378.0,211.0,103.0,150
4502,1974.0,C,Jim McDaniels,149.0,211.0,103.0,189
4503,1976.0,C,Jim McDaniels,91.0,211.0,103.0,222
4504,1978.0,C,Jim McDaniels,236.0,211.0,103.0,257
4505,1972.0,PF,Gil McGregor,171.0,203.0,108.0,182
4506,1972.0,SF,Kenny McIntosh,135.0,201.0,102.0,191
4507,1973.0,SF,Kenny McIntosh,270.0,201.0,102.0,173
4508,1973.0,SF,Kenny McIntosh,16.0,201.0,102.0,251
4509,1973.0,SF,Kenny McIntosh,254.0,201.0,102.0,177
4510,1974.0,SF,Kenny McIntosh,511.0,201.0,102.0,115
4511,1975.0,SF,Kenny McIntosh,18.0,201.0,102.0,263
4512,1972.0,PF,Cliff Meely,763.0,203.0,97.0,101
4513,1973.0,PF,Cliff Meely,628.0,203.0,97.0,101
4514,1974.0,PF,Cliff Meely,750.0,203.0,97.0,84
4515,1975.0,PF,Cliff Meely,380.0,203.0,97.0,154
4516,1976.0,PF,Cliff Meely,137.0,203.0,97.0,208
4517,1976.0,PF,Cliff Meely,73.0,203.0,97.0,231
4518,1976.0,PF,Cliff Meely,64.0,203.0,97.0,238
4519,1972.0,SG,Dean Meminger,357.0,183.0,79.0,149
4520,1973.0,SG,Dean Meminger,457.0,183.0,79.0,129
4521,1974.0,SG,Dean Meminger,651.0,183.0,79.0,98
4522,1975.0,PG,Dean Meminger,634.0,183.0,79.0,102
4523,1976.0,SG,Dean Meminger,410.0,183.0,79.0,150
4524,1977.0,SG,Dean Meminger,43.0,183.0,79.0,327
4525,1972.0,SG,John Mengelt,782.0,188.0,88.0,99
4526,1973.0,SG,John Mengelt,767.0,188.0,88.0,83
4527,1973.0,SG,John Mengelt,63.0,188.0,88.0,223
4528,1973.0,SG,John Mengelt,704.0,188.0,88.0,91
4529,1974.0,SG,John Mengelt,680.0,188.0,88.0,96
4530,1975.0,SG,John Mengelt,883.0,188.0,88.0,63
4531,1976.0,SG,John Mengelt,720.0,188.0,88.0,94
4532,1977.0,SG,John Mengelt,507.0,188.0,88.0,168
4533,1978.0,SG,John Mengelt,834.0,188.0,88.0,100
4534,1979.0,SG,John Mengelt,826.0,188.0,88.0,109
4535,1980.0,SG,John Mengelt,219.0,188.0,88.0,254
4536,1981.0,SG,John Mengelt,0.0,188.0,88.0,362
4537,1972.0,C,Barry Nelson,35.0,208.0,104.0,247
4538,1972.0,SG,Mike Newlin,620.0,193.0,90.0,115
4539,1973.0,SG,Mike Newlin,1395.0,193.0,90.0,35
4540,1974.0,SG,Mike Newlin,1400.0,193.0,90.0,29
4541,1975.0,SG,Mike Newlin,1137.0,193.0,90.0,40
4542,1976.0,SG,Mike Newlin,1523.0,193.0,90.0,21
4543,1977.0,SG,Mike Newlin,1043.0,193.0,90.0,62
4544,1978.0,SG,Mike Newlin,584.0,193.0,90.0,157
4545,1979.0,SG,Mike Newlin,778.0,193.0,90.0,116
4546,1980.0,SG,Mike Newlin,1634.0,193.0,90.0,19
4547,1981.0,SG,Mike Newlin,1688.0,193.0,90.0,14
4548,1982.0,SG,Mike Newlin,705.0,193.0,90.0,134
4549,1972.0,SF,Willie Norwood,584.0,201.0,99.0,120
4550,1973.0,SF,Willie Norwood,652.0,201.0,99.0,98
4551,1974.0,SF,Willie Norwood,589.0,201.0,99.0,106
4552,1975.0,SF,Willie Norwood,159.0,201.0,99.0,212
4553,1976.0,SF,Willie Norwood,444.0,201.0,99.0,143
4554,1977.0,SF,Willie Norwood,583.0,201.0,99.0,150
4555,1978.0,SF,Willie Norwood,198.0,201.0,99.0,273
4556,1978.0,SF,Willie Norwood,88.0,201.0,99.0,309
4557,1978.0,SF,Willie Norwood,110.0,201.0,99.0,302
4558,1972.0,C,Steve Patterson,211.0,206.0,102.0,173
4559,1973.0,C,Steve Patterson,176.0,206.0,102.0,194
4560,1974.0,C,Steve Patterson,593.0,206.0,102.0,104
4561,1975.0,C,Steve Patterson,370.0,206.0,102.0,158
4562,1976.0,C,Steve Patterson,202.0,206.0,102.0,189
4563,1976.0,C,Steve Patterson,38.0,206.0,102.0,247
4564,1976.0,C,Steve Patterson,164.0,206.0,102.0,202
4565,1972.0,C,Tom Payne,119.0,218.0,108.0,194
4566,1972.0,SF,Howard Porter,401.0,203.0,99.0,141
4567,1973.0,PF,Howard Porter,218.0,203.0,99.0,184
4568,1974.0,SF,Howard Porter,684.0,203.0,99.0,94
4569,1975.0,SF,Howard Porter,468.0,203.0,99.0,136
4570,1975.0,SF,Howard Porter,33.0,203.0,99.0,257
4571,1975.0,SF,Howard Porter,435.0,203.0,99.0,143
4572,1976.0,SF,Howard Porter,669.0,203.0,99.0,101
4573,1977.0,PF,Howard Porter,1033.0,203.0,99.0,64
4574,1978.0,SF,Howard Porter,742.0,203.0,99.0,121
4575,1978.0,SF,Howard Porter,36.0,203.0,99.0,331
4576,1978.0,SF,Howard Porter,706.0,203.0,99.0,126
4577,1972.0,C,Clifford Ray,578.0,206.0,104.0,122
4578,1973.0,C,Clifford Ray,625.0,206.0,104.0,102
4579,1974.0,C,Clifford Ray,747.0,206.0,104.0,85
4580,1975.0,C,Clifford Ray,769.0,206.0,104.0,85
4581,1976.0,C,Clifford Ray,564.0,206.0,104.0,120
4582,1977.0,C,Clifford Ray,631.0,206.0,104.0,135
4583,1978.0,C,Clifford Ray,692.0,206.0,104.0,131
4584,1979.0,C,Clifford Ray,568.0,206.0,104.0,161
4585,1980.0,C,Clifford Ray,490.0,206.0,104.0,184
4586,1981.0,C,Clifford Ray,157.0,206.0,104.0,269
4587,1972.0,SG,Jackie Ridgle,57.0,193.0,88.0,235
4588,1972.0,SG,Rich Rinaldi,104.0,190.0,88.0,207
4589,1973.0,SG,Rich Rinaldi,280.0,190.0,88.0,171
4590,1974.0,SG,Rich Rinaldi,9.0,190.0,88.0,234
4591,1972.0,PF,Curtis Rowe,930.0,201.0,102.0,77
4592,1973.0,PF,Curtis Rowe,1304.0,201.0,102.0,40
4593,1974.0,PF,Curtis Rowe,878.0,201.0,102.0,70
4594,1975.0,PF,Curtis Rowe,1015.0,201.0,102.0,52
4595,1976.0,PF,Curtis Rowe,1280.0,201.0,102.0,38
4596,1977.0,PF,Curtis Rowe,800.0,201.0,102.0,97
4597,1978.0,PF,Curtis Rowe,312.0,201.0,102.0,233
4598,1979.0,PF,Curtis Rowe,354.0,201.0,102.0,213
4599,1972.0,PG,Charlie Scott,113.0,196.0,79.0,198
4600,1973.0,PG,Charlie Scott,2048.0,196.0,79.0,5
4601,1974.0,PG,Charlie Scott,1322.0,196.0,79.0,35
4602,1975.0,PG,Charlie Scott,1680.0,196.0,79.0,12
4603,1976.0,SG,Charlie Scott,1443.0,196.0,79.0,29
4604,1977.0,SG,Charlie Scott,781.0,196.0,79.0,100
4605,1978.0,SG,Charlie Scott,1064.0,196.0,79.0,70
4606,1978.0,SG,Charlie Scott,504.0,196.0,79.0,179
4607,1978.0,SG,Charlie Scott,560.0,196.0,79.0,164
4608,1979.0,PG,Charlie Scott,947.0,196.0,79.0,90
4609,1980.0,SG,Charlie Scott,639.0,196.0,79.0,143
4610,1972.0,C,Elmore Smith,1352.0,213.0,113.0,36
4611,1973.0,C,Elmore Smith,1388.0,213.0,113.0,36
4612,1974.0,C,Elmore Smith,1015.0,213.0,113.0,55
4613,1975.0,C,Elmore Smith,804.0,213.0,113.0,77
4614,1976.0,C,Elmore Smith,1218.0,213.0,113.0,42
4615,1977.0,C,Elmore Smith,599.0,213.0,113.0,144
4616,1977.0,C,Elmore Smith,287.0,213.0,113.0,240
4617,1977.0,C,Elmore Smith,312.0,213.0,113.0,229
4618,1978.0,C,Elmore Smith,1009.0,213.0,113.0,76
4619,1979.0,C,Elmore Smith,156.0,213.0,113.0,263
4620,1972.0,SF,Randy Smith,1022.0,190.0,81.0,61
4621,1973.0,SG,Randy Smith,1214.0,190.0,81.0,44
4622,1974.0,SG,Randy Smith,1267.0,190.0,81.0,40
4623,1975.0,SG,Randy Smith,1456.0,190.0,81.0,26
4624,1976.0,SG,Randy Smith,1787.0,190.0,81.0,4
4625,1977.0,SG,Randy Smith,1698.0,190.0,81.0,16
4626,1978.0,SG,Randy Smith,2021.0,190.0,81.0,4
4627,1979.0,SG,Randy Smith,1678.0,190.0,81.0,17
4628,1980.0,SG,Randy Smith,1441.0,190.0,81.0,31
4629,1981.0,SG,Randy Smith,1194.0,190.0,81.0,56
4630,1982.0,SG,Randy Smith,821.0,190.0,81.0,113
4631,1983.0,SG,Randy Smith,663.0,190.0,81.0,138
4632,1983.0,SG,Randy Smith,592.0,190.0,81.0,156
4633,1983.0,SG,Randy Smith,71.0,190.0,81.0,331
4634,1972.0,C,William Smith,182.0,213.0,99.0,177
4635,1973.0,C,William Smith,23.0,213.0,99.0,243
4636,1972.0,SG,Larry Steele,366.0,196.0,81.0,146
4637,1973.0,SG,Larry Steele,389.0,196.0,81.0,147
4638,1974.0,SG,Larry Steele,785.0,196.0,81.0,79
4639,1975.0,SG,Larry Steele,652.0,196.0,81.0,99
4640,1976.0,SG,Larry Steele,798.0,196.0,81.0,79
4641,1977.0,SG,Larry Steele,835.0,196.0,81.0,92
4642,1978.0,SG,Larry Steele,520.0,196.0,81.0,172
4643,1979.0,SG,Larry Steele,518.0,196.0,81.0,174
4644,1980.0,SF,Larry Steele,146.0,196.0,81.0,282
4645,1972.0,PF,George Trapp,393.0,203.0,92.0,144
4646,1973.0,PF,George Trapp,868.0,203.0,92.0,70
4647,1974.0,PF,George Trapp,765.0,203.0,92.0,82
4648,1975.0,PF,George Trapp,675.0,203.0,92.0,97
4649,1976.0,PF,George Trapp,619.0,203.0,92.0,109
4650,1977.0,PF,George Trapp,33.0,203.0,92.0,331
4651,1972.0,PF,Sidney Wicks,2009.0,203.0,102.0,8
4652,1973.0,PF,Sidney Wicks,1906.0,203.0,102.0,9
4653,1974.0,PF,Sidney Wicks,1684.0,203.0,102.0,14
4654,1975.0,PF,Sidney Wicks,1778.0,203.0,102.0,7
4655,1976.0,PF,Sidney Wicks,1505.0,203.0,102.0,23
4656,1977.0,PF,Sidney Wicks,1238.0,203.0,102.0,42
4657,1978.0,PF,Sidney Wicks,1083.0,203.0,102.0,67
